English Text	Russian Grammar	
The secret of success is to know something nobody else knows.	[Секрет, Тайна, Сила, Суть] успеха [заключается, находиться, содержится, лежит] в том, чтобы знать то, что [никто другой не знает, другие не знают, не знают другие].	subject
The surest way not to fail is to determine to succeed.	Самый [верный, правильный, точный, надежный] [способ, метод] не потерпеть [неудачу, провал, фиаско] — это [следовать, идти] к успеху.	subject
I cannot give you the formula for success, but I can give you the formula for failure which is: Try to please everybody."	Я не могу дать вам формулу [успеха, победы, удачи], но я могу дать вам формулу [неудачи, провала], [которая, она] заключается в следующем: [постарайтесь, попытайтесь] угодить [всем, каждому, всем и каждому].	subject
Careful thinking and hard work will solve nearly all your problems. Try and see for yourself.	Война [решает, может решить] все [проблемы, вопросы], кроме [мирных, вопросов мира].	subject
Years teach us more than books.	[Годы учат, Возраст учит, Опыт учит, Жизнь учит]  нас большему, чем [книги, то что пишут в книгах, то что написано в книгах].	subject
The only medicine for suffering, crime, and all the other woes of mankind, is wisdom.	Единственным [лекарством, средством, оберегом] от [страданий, несчастий, мучений], [преступлений, злодеяний] и всех [других, прочих] [бед, горестей] человечества является [мудрость, здравый смысл].	subject
The art of being wise is knowing what to overlook.	[Искусство быть мудрым, Таинство мудрости, Настоящая мудрость, Истинная мудрость] заключается в том, чтобы [знать, понимать, осознавать, представлять, иметь представление о том, отдавать себе отчёт в том], что [можно, нужно, допустимо] упускать из виду.	subject
The great lesson is that the sacred is in the ordinary, that it is to be found in one's daily life, in one's neighbors, friends and family, in one's backyard.	[Беден, Несчастен, Нуждается, Нищий] не тот, у кого мало, а тот, [кто хочет, кому хочется, кто желает] [большего, ещё].	subject
A wise man learns by the mistakes of others, a fool by his own.	[Интеллигентный, Мудрый] человек [получает, приобретает] знания из [исторического опыта, опыта прошлого] , а глупец - [лишь, только, исключительно] после того как сам его [повторил, воспроизвёл].	subject
No man was ever wise by chance.	[Пользуйся каждым днём, Используй каждый день], как можно меньше [полагаясь, опираясь] на [следующий, последующий].	subject
In everything the ends well defined are the secret of durable success.	В [памяти, воспоминаниях] [остаются, сохраняются] не слова врагов, а [молчание, безмолвие] друзей.	subject
Arriving at one goal is the starting point to another.	[Достижение, Выполнение, Завершение] одной цели является [отправной точкой, толчком] для [начала, старта] стремления к другой.	subject
A goal is a dream with a deadline.	[Цель, Задача] – это [мечта, желание] с дедлайном.	subject
Goals are the fuel in the furnace of achievement.	Никто не [может, способен, в состоянии] [дать тебе совет, что либо посоветовать тебе] лучше, чем ты сам. 	subject
We are what we repeatedly do. Excellence, therefore, is not an act but a habit.	[Если, Когда] зло [побеждает, одерживает победу, одерживает верх], его [объявляют, нарекают, провозглашают] добром.	subject
Take risks and you'll get the payoffs. Learn from your mistakes until you succeed. It's that simple.	[Рискуйте, Не бойтесь рисковать], и вы получите [вознаграждение, награду, воздаяние]. Учитесь на своих ошибках, пока не [добьетесь успеха, достигните успеха, придёте к успеху]. Это [так просто, так легко, элементарно, совсем не сложно].	subject
[Sadly, Unfortunately] everything is completely [self-evident, obvious, clear, straightforward].	[Увы, К сожалению] всё полностью [однозначно, очевидно, ясно, понятно].	subject
The [Principle, Concept, Idea, Notion] "an eye for an eye" will only [make the whole world blind, blind the whole world, blind everyone, lead to blindness of an entire planet].	[Принцип, Концепт, Идея, Понятие] «око за око» лишь [сделает весь мир слепым, ослепит весь мир, приведёт к слепоте мира, приведёт к слепоте целой планеты, приведёт к слепоте человечества, приведёт к слепоте всех людей].	subject
[Honesty, the Truth] is [the first, the primary, the most affected] victim of war. The [Essence, Nature] of war is [deception, lies].	 [Правда, Истина] — [первая, основная, это самая пострадавшая, главная] жертва войны. [Сущность, Натура] войны — [обман, ложь].	subject
Success is how high you bounce after you hit bottom.	Кто [чего, что] [хочет, желает], тот в [то, это] и верит.	subject
Positive thinking will let you do everything better than negative thinking will.	Позитивное мышление [позволит вам, даёт вам возможность, даст вам возможность] [сделать больше, достичь большего], чем негативное.	subject
I'm not afraid of dying, I'm afraid of not trying.	[Когда начинается война, С началом войны, Если начинается война], [вас превращают в патриотов, из вас делают патриотов].	subject
Whatever the mind can conceive and believe, the mind can achieve.	Либо [человечество, человеческое общество] [покончит с войной, положит конец войне], либо война покончит с [человечеством, людьми]. 	subject
The longer you're not taking action the more money you're losing	Чем [дольше, больше времени] вы [бездействуете, ничего не делаете] - тем больше денег [теряете, упускаете].	subject
If you live for weekends or vacations, your shit is broken	Воевать [ради, во имя] мира — [это как, всё равно что, то же самое что] трахаться ради [девственности, целомудрия].	subject
Everyone has a poet and a murderer in his soul, but it is customary to hide this.	[У каждого, У любого, У всех нас, У всех ] в душе живёт поэт и [убийца, злодей, киллер, преступник], только это принято [скрывать, прятать, утаивать].   	subject
Have the end in mind and every day make sure your working towards it	[Держите в виду свою цель, Не упускайте из виду свою цель, Не упускайте свою цель из виду] и убедитесь, что вы [каждый день, ежедневно, ежесуточно] [работаете, трудитесь] над ее [достижением, реализацией, выполнением, осуществлением].	subject
He who begins many things finishes but few	Тот, кто [берётся за множество, начинает множество] вещей - [редко, не часто] [заканчивает, завершает] [какие-либо, что-либо] из них.	subject
The best use of life is to spend it for something that outlasts it	Лучше [потратить свою жизнь на то, посвятить свою жизнь тому, отдать свою жизнь тому], что не закончится [с её завершением, после её завершения].	subject
If you think education is expensive, try ignorance	[Солдатами, Воинами, Военными] не рождаются, [солдатами, воинами, военными] умирают.	subject
To never forget that the most important thing in life is the quality of life we lead	Когда [кончаются, заканчиваются] доводы, начинают [говорить, вещать] пушки.	subject
Its better to own the racecourse then the race horse	[Лучше, Приятнее] владеть [всем, целым] ипподромом, чем  [одной скаковой лошадью, одним скакуном, одной лошадью].	subject
When you go to buy, don't show your silver	Никто не [знает, понимает. осознаёт], что такое война, [пока, до тех пор пока] не отправит туда [собственного, своего] сына.	subject
Its easier to ask forgiveness than it is to get permission	[Попробуй, Как можно, Получится ли] [спастись, спрятаться, сбежать] от дождя, если он внутри.	subject
To win without risk is to triumph without glory	[Победа, Выигрыш] без риска, что [торжество, триумф] без славы.	subject
Associate yourself with people of good quality, for it is better to be alone than in bad company	[Страйтесь, Пытайтесь, Постарайтесь, Попытайтесь] [окружить, окружать] себя [достойными, приличными] людьми, [лучше, уж лучше, предпочтительнее] быть [одним, в одиночестве], чем в [дурной компании, дурном обществе, плохой компании, скверной компании, скверном обществе].	subject
There is only one success to be able to spend your life in your own way	[Помните, Не забывайте, Имейте в виду, Знайте], что нет [тюрьмы, темницы] [страшнее, ужаснее], чем в голове.	subject
Fall seven times, stand up eight	Кто [что хочет, что желает, чего жаждает, о чём думает], тот в то и верит.	subject
Whatever the mind can conceive and believe, the mind can achieve	[Сострадание, Сочувствие, Взаимопонимание] — [основа, базис, фундамент, суть, стержень] всей морали.	subject
I have not failed. I've just found 10,000 ways that wont work	Я не потерпел [неудачу, поражение]. Я лишь [нашел, обнаружил, узнал, выявил] 10 000 способов, которые не работают.	subject
If you ain't making waves, you ain't kickin' hard enough	[Единственная, Есть лишь одна, Существует только одна] правда [в этом мире, на этом свете, на Земле] – «правды нет».	subject
What is not started will never get finished	[То что не было начато, Не начатое, То что вы не начали], не может быть [закончено, завершено, окончено].	subject
When you cease to dream you cease to live	[Когда, Как только, Если] ты [перестаешь, прекращаешь] мечтать, ты перестаешь жить.	subject
Being realistic is the most commonly traveled road to mediocrity.	[Быть, Стать] реалистом — это самый [распространенный, простой] путь к [посредственности, заурядности].	subject
If hard work is the key to success, most people would rather pick the lock.	[Мудрый, Разумный, Благоразумный] человек [всегда, в любой ситуации] [найдёт, отыщет] способ, чтобы [не начать войну, избежать войны, не начинать войну, избежать войны].	subject
Success is simply a matter of luck. Ask any failure.	Успех — это [просто, лишь, всего лишь, исключительно] вопрос [удачи, везения, фортуны]. Спросите любую неудачу.	subject
The road to success is always under construction.	Дорога к успеху [всегда, постоянно] [находится, пребывает] в стадии строительства.	subject
Anything the mind can conceive, it can achieve.	[Всегда, Постоянно, Вечно, Неизменно] [есть, найдутся, имеются] деньги для войны. Но никогда [нет, не хватает, но достаточно, не бывает] денег на мир и на людей.	subject
Most great people have attained their greatest success just one step beyond their greatest failure.	[Большинство великих людей, В основном великие люди]  [достигли, добились] своего [величайшего, самого выдающегося] успеха всего в [одном шаге, единственном шаге, за шаг] от своего [величайшего, крупнейшего] [поражения, провала].	subject
Whether you think you can or you cant, you're right.	[Человек, Каждый, Каждый из нас] [должен,  обязан] не принимать, а [выбирать, избирать, решать] свою судьбу .	subject
Failure defeats losers, failure inspires winners.	[Неудачи, Поражения] [угнетают, подавляют, удручают, повергают в уныние] неудачников, но [вдохновляют, воодушевляют] победителей.	subject
I have not failed. Ive just found 10,000 ways that wont work.	[Нет времени, Не надо тянуть время и, Не надо медлить и] оставлять [важные, самые главные] слова [невысказанными, на потом].	subject
The biggest failure you can have in life is not trying at all.	Тому, кто [способен, может, в состоянии] [укротить, обуздать] своё сердце, [покорится, подчиниться] [весь, целый] мир.	subject
I honestly think it is better to be a failure at something you love than to be a success at something you hate.	[Я искренне считаю, Лично я считаю, Лично я полагаю. Мне кажется, Мне лично кажется, Я искренне полагаю], что лучше потерпеть [неудачу, фиаско] делая, что  любишь, чем [добиться успеха, достичь успеха, прийти к успеху] в том, что  ненавидишь.	subject
Leaders don't force people to follow, they invite them on a journey.	Люди никогда не верят тому, что им [рассказывают, говорят], они должны [до всего дойти, понять всё] сами.	subject
Example is not the main thing in influencing other people; its the only thing.	Не только [главный, основной], но и единственный [способ, метод] вдохновить людей - [вдохновить их примером, показав им пример, на собственном примере, своим примером].	subject
Leadership is doing what is right when no one is watching.	[Настоящий, Истинный, Реальный, Честный] лидер делает то, что [правильно, нужно, необходимо], даже когда никто не [смотрит, видит, обращает внимания].	subject
Leadership is the art of getting someone else to do something you want done because he wants to do it.	[Лидерство, Настоящее лидерсво, Истинное лидерство] — это [искусство, мастерство, способность, умение] заставить кого-то [сделать, совершить] то, что [вы хотите, вам нужно, вам необходимо, требуется вам], чтобы он при этом думал, что [хочет этого сам, это его собственное желание, это нужно ему самому, принял это решение сам].	subject
I am more afraid of an army of one hundred sheep led by a lion than an army of one hundred lions led by a sheep.	Я [больше боюсь, скорее испугаюсь, больше страшусь, больше опасаюсь] [армии, войска] из [ста, сотни] овец во главе со львом, чем [армии, войска] из ста львов во главе с овцой.	subject
The whole problem with the world is that fools and fanatics are always so certain of themselves, but wiser people so full of doubts.	Все [беды, несчастья, трагедии] мира в том, что [дураки, глупцы] и фанатики всегда уверены [в себе, во всём], а люди поумнее [полны сомнений, испытывают сомнения, страдают от сомнений].	subject
Cannibals prefer those who have no spines.	[Перемены, Изменения, Преобразования] происходят [лишь, только] тогда, когда мы идем [против того, наперекор тому], [к чему привыкли, что нам привычно].	subject
[Kindness, Benefactor, Virtue, Dignity] is the only investment that [never fails, always pays off].	[Доброта, Благодетель, Добродетель, Достоинство] — единственное вложение, которое [никогда не подводит, всегда окупается].	subject
If one does not know to which port one is sailing, no wind is favorable.	[Если, Когда] человек не [знает, представляет], в какой порт [он плывет, ему плыть], [никакой, любой] ветер не будет попутным.	subject
You miss 100% of the shots you don't take.	[Когда, Если] мы счастливы, мы всегда добры; но когда мы добры, мы не всегда [счастливы, жизнерадостны, радостны, довольны, позитивны, оптимистичны].	subject
The vision must be followed by the venture. It is not enough to stare up the steps we must step up the stairs.	[Давайте жить, Так будем жить, Давайте проживём жизнь] так, чтобы даже гробовщик пожалел о нас, когда мы [умрём, погибнем, нас не станет]!	subject
Do not wait to strike until the iron is hot; but make it hot by striking.	Каждому нужен [кто-то, хоть кто-то, некто, кто-нибудь], кто его выслушает.	subject
Its easier to ask forgiveness than it is to get permission.	Она [всегда, постоянно, часто, то и дело] давала себе [хорошие, полезные, годные] советы, [хоть, правда] следовала им [нечасто, редко].	subject
For the [government, leadership], which [plants, sends, throws] into prison [everyone, anyone] who stumbles, the place of the [righteous, virtuous, just] person is in prison.	Для [правительства, руководства], которое [сажает, отправляет, швыряет] в тюрьму [каждого, любого] оступившегося, место [праведного, добродетельного, справедливого] человека в тюрьме.	subject
One day your life will flash before your eyes. Make sure it is worth watching.	[Однажды, Когда-нибудь, Будет время и, Наступит время и] вся жизнь [промелькнет, пробежит] [перед вашими глазами, перед вашим взором, у вас перед глазами]. [Убедитесь, Постарайтесь, Сделайте так], чтобы вам было на что [посмотреть, взглянуть].	subject
The secret of getting ahead is getting started.	[Секрет, Весь секрет, Тайна, Вся тайна] успеха [в, лишь в, только в] том, чтобы начать.	subject
If youre not making mistakes, then youre not making decisions.	Если вы не [делаете, совершаете, допускаете] ошибок, [значит, то], вы не принимаете решений.	subject
Your most unhappy customers are your greatest source of learning.	Всё можно сделать [лучше, точнее, правильнее], чем было до сих пор.	subject
Whenever you are asked if you can do a job, tell em, Certainly, I can! Then get busy and find out how to do it.	[Всякий раз, Каждый раз], когда вас спрашивают, можете ли вы выполнить [работу, задачу], [скажите, ответьте] им: «[Конечно, Разумеется, Естественно], я могу!» [Займитесь делом, Принимайтесь за дело] и узнайте, как можно это [сделать, выполнить, осуществить].	subject
Everything started as nothing.	Всё [началось, идёт, случилось] как ни в чем не бывало.  	subject
If you start with nothing and end up with nothing, theres nothing lost.	Вы начинаете с нуля и [заканчиваете, закончите] ни с чем, [поэтому, следовательно, потому, соответственно] [вы ничего не теряете, и терять вам нечего, не стоит бояться что-либо потерять].	subject
Start today, not tomorrow. If anything, you should have started yesterday.	[Начните, Начинайте, Приступайте к действиям, Действуйте] сегодня, а не завтра. [Вообще-то, На самом деле], [вы должны были, вам стоило, вам следовало] начать [уже, ещё] вчера.	subject
Make it happen now, not tomorrow. Tomorrow is a losers excuse.	[Сделайте это, Начинайте делать это, Приступайте к действиям, Начинайте действовать, Начните действовать, Действуйте] сейчас, а не завтра. Завтра - это [оправдание, отговорка] [неудачников, лузеров].	subject
ise men speak because they have something to say; fools because they have to say something.	[Разумные люди, Мудрецы, Мудрые люди] говорят, [потому что, когда им] им есть что сказать, [глупцы, простофили, дураки] потому, что они [должны что-то сказать, не могут молчать, не способны молчать].	subject
Opportunity is missed by most people because it is dressed in overalls and looks like work.	[Большинство людей, Многие люди] упускают возможность [из-за того, потому что, поскольку], она одета в комбинезон и выглядит как [работа, труд]. 	subject
Not a single person whose name is worth remembering lived a life of ease.	Ни один человек, [чье имя, которого] [стоит, следует] помнить, не жил [легкой, простой, спокойной] жизнью.	subject
If you think that you are going to love something, give it a try. Youre going to kick yourself in the butt for the rest of your life if you dont.	[Если, В том случае если] вы [думаете, считаете, предполагаете, полагаете], что вам что-то [понравится, должно понравиться] - попробуйте. Вы будете пинать себя под зад всю [оставшуюся, свою] жизнь, если [не сделаете этого, хотя бы не попытаетесь].	subject
If you want one year of prosperity, grow grain. If you want ten years of prosperity, grow trees. If you want one hundred years of prosperity, grow people.	Если вы хотите один год [процветания, благодействия, благополучия], выращивайте зерно. Если вы хотите [10 лет, десять лет] [процветания, благодействия, благополучия], [выращивайте, сажайте] деревья. Хотите [100 лет, сто лет, сотню лет] [процветания, благодействия, благополучия], выращивайте людей.	subject
Vision without action is a daydream. Action without vision is a nightmare.	Понимание без [действия, поступков, деятельности] — [это только мечта, только мечта, лишь мечта]. [Действие, Деятельность] без понимания — это [кошмар, ужас].	subject
Sow a thought, reap an action; sow an action, reap a habit; sow a habit, reap a character; sow a character, reap a destiny.	Я никогда не [беспокоясь, забочусь, тревожусь] о действии, только [о бездействии, об инертности, о пассивности].	subject
A journey of a thousand miles begins with a single step.	Путь в тысячу [миль, километров, верст] начинается с [одного, первого] шага.	subject
The loftiest towers rise from the ground.	Чем выше баншня, тем [прочнее, устойчивее, крепче] для неё [должен быть фундамент, нужен фундамент, для неё должно быть основание, нужно основание].	subject
All cats love fish but fear to wet their paws.	Все [кошки, коты] любят [рыбу, рыбку], но [боятся намочить, не любят мочить] [лапы, лапки].	subject
Dont stand by the water and long for fish; go home and weave a net.	[Не стойте, Не стоит стоять, Не следует стоять, Не простаивайте] у [воды, озера, реки] в ожидании рыбы; [идите, возвращайтесь] домой и плетите сеть. 	subject
Everyone should carefully observe which way his heart draws him, and then choose that way with all his strength.	[Каждый, Всякий] должен [чувствовать, ощущать], куда [влечет, ведёт] его сердце,и изо всех сил [стараться, пытаться, попытаться, постараться] следовать [этому пути, этим путём].	subject
Success is a lousy teacher. It seduces smart people into thinking they cant lose.	Успех — [плохой, не лучший, не самый лучший, ненадёжный] учитель. Он [соблазняет, искушает, прельщает] умных людей, [заставляя их думать, внушая им], что они [не могут, не способны] проиграть.	subject
We make a living by what we get. But we make a life by what we give.	Мы зарабатываем на жизнь тем, [что у нас есть, что имеем, что мы имеем]; но мы [создаем, творим] жизнь тем, [что отдаем, чем делимся].	subject
Believe that you will succeed and you will.	[Верьте, Поверьте, Не сомневайтесь], что у вас все получится, и [у вас все выйдет, вы всё сможете, вы добьётесь успеха, вы достигнете успеха, вы преуспеете].	subject
Victory comes only after many struggles and countless defeats.	Победа приходит [только, лишь, только лишь] после [многих, множества] сражений и [бесчисленных, многочисленных] поражений.	subject
As long as you're going to be thinking anyway, think big.	[Если уж, Коль, Раз уж] вы собрались думать, [то мыслите, то думаете, так мыслите, так думайте] [масштабно, по крупному].	subject
Success is how high you bounce after you hit bottom	[Успех, Победа, Триумф][ — это то, определяет то], как сильно [вы сможете, у вас получится] оттолкнуться, достигнув дна.	subject
Remembering you are going to die is the best way I know to avoid the trap of thinking you have something to lose.	[Помнить, Всегда помнить, Не забывать, Никогда не забывать], что ты [умрешь, смертен], — [лучший, наилучший, самый проверенный] из известных мне [способов, средств] избежать мысли, что тебе есть что терять.	subject
Its not about how to get started; its about how to get noticed.	Дело не в том, [как, с чего, каким образом] начать, а в том, чтобы сделать так, что [тебя заметили, на тебя обратили внимание].	subject
A ship in harbor is safe, but that's not what ships are for.	В гавани [корабль в безопасности, кораблю ничто не угрожает], но корабли [строят, создают] не для того, чтобы они [стояли, простаивали] в гавани.	subject
If I find 10,000 ways something wont work, I haven't failed. I am not discouraged, because every wrong attempt discarded is often a step forward.	Я не потерпел [поражения, провал, неудачу, фиаско]. Я [просто, лишь] [нашел, обнаружил, выявил] [10 000 способов, десять тысяч способов, тысячу способов], которые не работают.	subject
Every generation laughs at the old fashions, but follows religiously the new.	[Каждое поколение, Каждое новое поколение] смеется над [старой, прошлый, устаревший] модой, [неизменно, постоянно, каждый раз] следуя новой.	subject
Nothing will work unless you do.	[Ничего, Никогда ничего, Ничто, Никогда ничто] не [будет, начнёт] работать, если вы сами не [будете, начнёте] работать.	subject
Try not to be a man of success, but rather try to become a man of value.	[Старайтесь, Пытайтесь, Стремитесь, Постарайтесь] [быть, стать] не [успешным, состоятельным], а  [достойным, стоящим] человеком.	subject
You wont get anything unless you have the vision to imagine it.	Вы [ничего, никогда ничего, совершенно ничего] не [добьётесь, достигните], если у вас не хватает [воображения, фантазии] представить [желаемое, то что вы хотите].	subject
Success is doing what you want, where you want, when you want, with whom you want as much as you want.	[Успех, Удача, Победа, Результат, Триумф] — это [делать то, заниматься тем], что хочешь, где хочешь, когда хочешь, с кем хочешь, сколько хочешь.	subject
Don't be trapped by dogma which is living with the results of other peoples thinking.	[Не попадайтесь в ловушку, Не попадитесь в ловушку, Избегайте ловушки] [догмы, слепой веры], [которая живет, живущей] [результатами, итогами, следствиями] [мышления, размыщлений, помыслов] других людей.	subject
Do or do not. There is no try.	[Либо действуйте либо нет, Или действуйте или нет, Делайте или не делайте, Действуйте или не действуйте]. [Время попыток прошло, Пытаться уже поздно, Просто пытаться уже поздно, Сейчас не время для попыток]	subject
Ideas are commodity. Execution of them is not.	[Сами, Сами по себе] [идеи, планы] - это [просто, лишь, только] товар, а вот их [исполнение, реализация, претворение в жизнь] уже нет. 	subject
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty.	Пессимист [видит, замечает] трудность в [каждой, любой] возможности; оптимист [видит, замечает] возможность в [каждой, любой] трудности.	subject
Ideas are easy. Implementation is hard.	[Идею, План] придумать [легко, не трудно, просто]. [Реализовать, Осуществить, Воплотить в жизнь] сложнее.	subject
